88921cf5-57dd-478a-81ac-028e0329056c,26c454f4-d125-4c24-b814-5d26960e8f0f,nikita64643,BUY,ACACIA_CHEST_BOAT,Acacia Chest Boat,1,8.204440032463985,8.204440032463985,2026-02-08 11:16:17
1024a9dc-a1ac-44d8-af62-9b5cc6868223,e931cf12-ee20-4ee2-81f1-7be2e758a8d3,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.924715571720815,4.924715571720815,2026-02-08 12:33:07
df23fefb-2c4d-4172-a363-a2c582a0260c,44961bd0-7d45-4562-968d-b7236a466f20,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.79352,4.79352,2026-02-08 12:33:08
4870a2be-417a-49bb-b748-7731f753087a,bd2de41c-85a6-4b82-8899-84fdd2417a76,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.7892,4.7892,2026-02-08 12:33:09
62c1291d-ff01-4ee6-8244-f25102c39caf,e68ff934-3a97-4088-b2dc-3cbceeda0411,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.78488,4.78488,2026-02-08 12:33:10
298756b6-0bbc-4dc1-ad22-983b069c7146,9bfd4fc1-3f34-49da-8932-9e0df3f47104,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.78056,4.78056,2026-02-08 12:33:11
af896520-1874-4eed-80da-b03b0880101d,38c6ca75-0261-409b-a9d5-0d7f049844a8,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.7762400000000005,4.7762400000000005,2026-02-08 12:33:12
126dd1da-8f70-4156-96dc-0acf49341c94,3bc0ae0f-ca8e-4d50-918a-ef06887f47e4,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.771920000000001,4.771920000000001,2026-02-08 12:33:12
a8b9bbcc-e915-41bf-bdf7-8a2f387d319c,8497523e-6ed1-41e8-b9a0-555ae0183b8b,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.767600000000001,4.767600000000001,2026-02-08 12:33:13
35afa8b1-3f7b-4f7a-a7b7-47aa0ccacdcd,d6972636-71bf-4eff-98cf-ac902a99c43f,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.76328,4.76328,2026-02-08 12:33:14
572e7d79-efec-480f-9a72-82df41e432b9,fb40e8b9-8d51-4948-af55-9dd96760618f,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.758960000000001,4.758960000000001,2026-02-08 12:33:15
00b72239-6d6a-49f5-a56b-9a8c87232f94,a0fab849-6aaa-4ad8-8b54-acf639c74ee1,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.754640000000001,4.754640000000001,2026-02-08 12:33:15
741d8730-4765-44b7-ac77-b9fd68e47e4c,33376ebd-10f7-4779-8b33-1a036a3c5262,nikita64643,SELL,COOKED_BEEF,Cooked Beef,1,4.75032,4.75032,2026-02-08 12:33:15
bc2dee25-ed07-4450-a0c1-039e45e80657,8f32d347-9900-4691-88df-ed3ee699b255,nikita64643,BUY,COOKED_BEEF,Cooked Beef,1,5.9379,5.9379,2026-02-08 12:33:17
a4105e7b-dce5-44e1-85d5-f4e6f21d22cc,c3cdaf8f-33f3-4988-8ee2-4ab0e80ab5cb,nikita64643,BUY,COOKED_BEEF,Cooked Beef,1,5.943300000000001,5.943300000000001,2026-02-08 12:33:18
c1f731d1-3ef2-4ea9-89c6-1005c7e27acf,69f94a9c-2c39-451c-aca7-250e3e48935b,nikita64643,BUY,COOKED_BEEF,Cooked Beef,1,5.9487000000000005,5.9487000000000005,2026-02-08 12:33:20
1269eefd-25c8-4822-910c-64d45dfbb16e,69f69c35-1601-4a07-846c-f502a8058b12,nikita64643,BUY,COOKED_BEEF,Cooked Beef,1,5.9540999999999995,5.9540999999999995,2026-02-08 12:33:22
